quality_ok,snapshot_at,observed_at,org,program_count,programs,city,state,status,http_status,error,missing_metrics,source_url,totalRegisteredCameras,totalIntegratedCameras,totalOwnedCameras,totalSharedCameras,totalMaxCameras,subscribedCameras
True,2026-09-15T23:17:26Z,2026-09-15T23:22:25Z,sumnercounty,1,Connect Sumner,Sumner,TN,ok,200,,,https://api.fususone.com/api/public/organizations/sumnercounty/stats/,461,92,33,38,4000,31
True,2026-09-15T23:17:26Z,2026-09-15T23:22:26Z,tempepd,1,Connect Tempe,Tempe,AZ,ok,200,,,https://api.fususone.com/api/public/organizations/tempepd/stats/,172,1506,907,0,1500,907
True,2026-09-15T23:17:26Z,2026-09-15T23:22:27Z,torrancepd,1,Secure Torrance,Torrance,CA,ok,200,,,https://api.fususone.com/api/public/organizations/torrancepd/stats/,132,389,143,246,200,93
True,2026-09-15T23:17:26Z,2026-09-15T23:22:28Z,troypdil,1,Connect Troy,Troy,MI,error,404,HTTP 404,totalRegisteredCameras;totalIntegratedCameras;totalOwnedCameras;totalSharedCameras;totalMaxCameras;subscribedCameras,https://api.fususone.com/api/public/organizations/troypdil/stats/,,,,,,
True,2026-09-15T23:17:26Z,2026-09-15T23:22:29Z,tucsonpd,1,Connect Tucson,Tucson,AZ,ok,200,,,https://api.fususone.com/api/public/organizations/tucsonpd/stats/,1329,632,461,0,1500,462
True,2026-09-15T23:17:26Z,2026-09-15T23:22:30Z,tupeloms,1,Connect Tupelo,Tupelo,MS,ok,200,,,https://api.fususone.com/api/public/organizations/tupeloms/stats/,271,349,349,0,500,344
True,2026-09-15T23:17:26Z,2026-09-15T23:22:31Z,turlockpd,1,Connect Turlock,Turlock,CA,ok,200,,,https://api.fususone.com/api/public/organizations/turlockpd/stats/,199,173,162,11,150,162
True,2026-09-15T23:17:26Z,2026-09-15T23:22:32Z,tuscaloosapd,1,Safeguard Tuscaloosa,Tuscaloosa,AL,ok,200,,,https://api.fususone.com/api/public/organizations/tuscaloosapd/stats/,258,1096,402,624,1500,382
True,2026-09-15T23:17:26Z,2026-09-15T23:22:33Z,uarizonapdaz,1,Connect University of Arizona,University of Arizona,AZ,ok,200,,,https://api.fususone.com/api/public/organizations/uarizonapdaz/stats/,0,16,4,0,0,0
True,2026-09-15T23:17:26Z,2026-09-15T23:22:34Z,uillinoispd,1,Connect University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,IL,ok,200,,,https://api.fususone.com/api/public/organizations/uillinoispd/stats/,3,4177,4089,0,0,4079
True,2026-09-15T23:17:26Z,2026-09-15T23:22:35Z,universityofmissouripdmo,1,Mizzou SafeConnect,Mizzou,MO,ok,200,,,https://api.fususone.com/api/public/organizations/universityofmissouripdmo/stats/,145,1012,1012,0,0,999
True,2026-09-15T23:17:26Z,2026-09-15T23:22:36Z,virginiabeachpd,1,Connect Virginia Beach,Virginia Beach,VA,ok,200,,,https://api.fususone.com/api/public/organizations/virginiabeachpd/stats/,1447,3301,647,1409,2000,636
True,2026-09-15T23:17:26Z,2026-09-15T23:22:37Z,volusiasheriff,1,Connect Volusia,Volusia,FL,ok,200,,,https://api.fususone.com/api/public/organizations/volusiasheriff/stats/,670,3954,576,3025,1500,899
True,2026-09-15T23:17:26Z,2026-09-15T23:22:38Z,wakecounty,1,Connect Wake County,Wake County,NC,ok,200,,,https://api.fususone.com/api/public/organizations/wakecounty/stats/,42,966,282,57,1500,250
True,2026-09-15T23:17:26Z,2026-09-15T23:22:39Z,warnerrobinspd,1,Connect Warner Robins,Warner Robins,GA,ok,200,,,https://api.fususone.com/api/public/organizations/warnerrobinspd/stats/,218,9230,139,0,500,139
True,2026-09-15T23:17:26Z,2026-09-15T23:22:40Z,warrenpdmi,1,Connect Warren,Warren,MI,ok,200,,,https://api.fususone.com/api/public/organizations/warrenpdmi/stats/,64,196,117,79,1500,90
True,2026-09-15T23:17:26Z,2026-09-15T23:22:41Z,washoesheriff,1,Connect Washoe County,Washoe County,NV,ok,200,,,https://api.fususone.com/api/public/organizations/washoesheriff/stats/,9,453,161,4,500,154
True,2026-09-15T23:17:26Z,2026-09-15T23:22:42Z,webbcountyso,1,Connect Webb County,Webb County,TX,ok,200,,,https://api.fususone.com/api/public/organizations/webbcountyso/stats/,0,279,279,0,2000,275
True,2026-09-15T23:17:26Z,2026-09-15T23:22:43Z,westsacramento,1,West Sacramento Safe and Secure,West Sacramento,CA,ok,200,,,https://api.fususone.com/api/public/organizations/westsacramento/stats/,831,514,339,89,500,328
True,2026-09-15T23:17:26Z,2026-09-15T23:22:44Z,wheatonpd,1,Connect Wheaton,Wheaton,IL,ok,200,,,https://api.fususone.com/api/public/organizations/wheatonpd/stats/,427,535,535,0,1500,531
True,2026-09-15T23:17:26Z,2026-09-15T23:22:45Z,whitehallpd,1,Connect Whitehall,Whitehall,OH,ok,200,,,https://api.fususone.com/api/public/organizations/whitehallpd/stats/,575,615,153,462,1500,151
True,2026-09-15T23:17:26Z,2026-09-15T23:22:46Z,wichitapdks,1,Connected Wichita,Wichita,KS,ok,200,,,https://api.fususone.com/api/public/organizations/wichitapdks/stats/,4,365,344,21,1500,311
True,2026-09-15T23:17:26Z,2026-09-15T23:22:47Z,williamsoncsotn,1,Connect Williamson,Williamson County,TN,ok,200,,,https://api.fususone.com/api/public/organizations/williamsoncsotn/stats/,103,9,9,0,0,0
True,2026-09-15T23:17:26Z,2026-09-15T23:22:48Z,wilmingtonnc,1,Connect Wilmington,Wilmington,NC,ok,200,,,https://api.fususone.com/api/public/organizations/wilmingtonnc/stats/,2,712,696,0,10000,696
True,2026-09-15T23:17:26Z,2026-09-15T23:22:49Z,wintergarden,1,Connect Winter Garden,Winter Garden,FL,ok,200,,,https://api.fususone.com/api/public/organizations/wintergarden/stats/,0,274,172,0,500,172
True,2026-09-15T23:17:26Z,2026-09-15T23:22:50Z,winterpark,1,Connect Winter Park,Winter Park,FL,ok,200,,,https://api.fususone.com/api/public/organizations/winterpark/stats/,294,1544,1081,0,1500,1073
True,2026-09-15T23:17:26Z,2026-09-15T23:22:51Z,wpb,1,CityWatch Connect,West Palm Beach,FL,ok,200,,,https://api.fususone.com/api/public/organizations/wpb/stats/,1815,958,460,245,1000,434
True,2026-09-15T23:17:26Z,2026-09-15T23:22:52Z,zacharypdla,1,Connect Zachary,Zachary,LA,ok,200,,,https://api.fususone.com/api/public/organizations/zacharypdla/stats/,7,8,8,0,0,8
